case_id,activity,timestamp,company,region,material_group,payment_term,variant
6ee38648-b4ae-4587-97f9-01399b6fc6d6,Create Delivery,2024-04-11 10:33:35,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,delivery_block
6ee38648-b4ae-4587-97f9-01399b6fc6d6,Create Shipment,2024-04-13 11:14:39,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,delivery_block
6ee38648-b4ae-4587-97f9-01399b6fc6d6,Issue Goods,2024-04-14 16:42:42,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,delivery_block
6ee38648-b4ae-4587-97f9-01399b6fc6d6,Create Invoice,2024-04-15 21:13:26,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,delivery_block
6ee38648-b4ae-4587-97f9-01399b6fc6d6,Clear Invoice,2024-04-17 06:14:51,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,delivery_block
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Receive Purchase Order,2024-05-24 00:00:00,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Create Sales Order,2024-05-24 20:50:53,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Change Net Price in Sales Order,2024-05-25 18:29:57,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Create Delivery,2024-05-26 00:41:51,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Create Shipment,2024-05-27 18:34:56,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Issue Goods,2024-05-29 14:59:32,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Create Invoice,2024-05-30 04:40:14,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
bf86b85e-2fe8-4b53-9fb2-ef4f6108ecfb,Clear Invoice,2024-05-30 18:26:10,Drystone France SA,Europe,Agriculture,90 days from date of invoice,price_change_path
594f325e-1824-4a66-ad23-651153b3f8fa,Receive Purchase Order,2025-02-22 00:00:00,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Create Sales Order,2025-02-22 09:24:47,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Create Delivery,2025-02-23 04:55:41,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Create Shipment,2025-02-24 04:45:54,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Issue Goods,2025-02-25 06:28:06,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Deactivate Billing Block,2025-02-25 16:47:44,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Create Invoice,2025-02-26 20:32:30,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
594f325e-1824-4a66-ad23-651153b3f8fa,Clear Invoice,2025-02-28 01:40:48,Drystone Spain Co,Europe,Agriculture,90 days from date of invoice,billing_block
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Receive Purchase Order,2024-01-27 00:00:00,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Create Sales Order,2024-01-27 09:47:59,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Reject Sales Order,2024-01-27 17:39:14,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Cancel Sales Order Rejection,2024-01-28 05:11:52,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Create Delivery,2024-01-29 11:05:46,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Create Shipment,2024-01-30 04:16:02,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Issue Goods,2024-01-31 06:56:02,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Create Invoice,2024-01-31 22:28:20,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
ffe1edc2-2df2-4e73-a70c-6660cdd2cd9f,Clear Invoice,2024-02-02 08:54:20,Drystone Mexico Inc,Americas,Agriculture,45 days from date of invoice,rejected_then_continued
9de41b95-9494-48f4-8211-e973833a3cea,Receive Purchase Order,2024-02-22 00:00:00,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Create Sales Order,2024-02-22 07:40:56,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Change Material in Sales Order,2024-02-23 07:11:30,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Create Delivery,2024-02-23 18:46:09,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Create Shipment,2024-02-25 08:06:05,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Issue Goods,2024-02-27 17:48:15,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Create Invoice,2024-02-29 05:52:52,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
9de41b95-9494-48f4-8211-e973833a3cea,Clear Invoice,2024-02-29 13:26:44,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path
f384a749-126a-43e3-938b-52af842ed356,Receive Purchase Order,2025-01-25 00:00:00,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Create Sales Order,2025-01-25 14:18:19,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Create Delivery,2025-01-25 23:30:14,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Create Shipment,2025-01-28 12:23:23,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Issue Goods,2025-01-30 20:02:35,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Create Invoice,2025-01-31 05:31:11,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
f384a749-126a-43e3-938b-52af842ed356,Clear Invoice,2025-01-31 17:12:38,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path
66354c46-4bba-4f40-a332-a7eaf797628f,Receive Purchase Order,2024-02-16 00:00:00,Drystone Mexico Inc,Americas,Fasteners,45 days from date of invoice,rejected_order
66354c46-4bba-4f40-a332-a7eaf797628f,Create Sales Order,2024-02-16 17:17:39,Drystone Mexico Inc,Americas,Fasteners,45 days from date of invoice,rejected_order
66354c46-4bba-4f40-a332-a7eaf797628f,Reject Sales Order,2024-02-18 09:05:50,Drystone Mexico Inc,Americas,Fasteners,45 days from date of invoice,rejected_order
31e7058b-9a1d-4456-9aa9-57fd661aa751,Receive Purchase Order,2024-01-14 00:00:00,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Create Sales Order,2024-01-14 06:56:16,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Reject Sales Order,2024-01-14 10:58:44,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Cancel Sales Order Rejection,2024-01-14 19:29:33,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Create Delivery,2024-01-15 14:30:36,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Create Shipment,2024-01-16 11:45:26,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Issue Goods,2024-01-17 05:23:31,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Create Invoice,2024-01-17 08:12:19,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
31e7058b-9a1d-4456-9aa9-57fd661aa751,Clear Invoice,2024-01-17 23:17:27,Drystone UK Ltd,Europe,Safety equipment,90 days from date of invoice,rejected_then_continued
689ec354-dbae-4781-aef7-0346095501a1,Receive Purchase Order,2024-02-11 00:00:00,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Create Sales Order,2024-02-11 12:52:18,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Create Delivery,2024-02-13 06:06:47,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Create Shipment,2024-02-15 02:05:36,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Issue Goods,2024-02-17 04:07:39,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Create Invoice,2024-02-17 17:04:04,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
689ec354-dbae-4781-aef7-0346095501a1,Clear Invoice,2024-02-18 19:09:25,Drystone France SA,Europe,Fasteners,60 days from date of invoice,standard_path
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Receive Purchase Order,2024-12-31 00:00:00,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Create Sales Order,2024-12-31 14:23:23,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Deactivate Delivery Block,2025-01-01 11:54:43,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Create Delivery,2025-01-02 12:34:35,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Create Shipment,2025-01-05 15:11:03,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Issue Goods,2025-01-06 22:42:46,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Create Invoice,2025-01-07 03:54:21,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5be1a7e0-54d7-4d0f-8294-a006715b1f0e,Clear Invoice,2025-01-09 05:24:01,Drystone France SA,Europe,Power Tools,60 days from date of invoice,delivery_block
5d898f28-1113-4418-990b-eecfbf3ca8d6,Receive Purchase Order,2024-05-26 00:00:00,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Create Sales Order,2024-05-26 05:13:03,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Create Delivery,2024-05-27 10:15:59,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Create Shipment,2024-05-28 18:36:07,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Issue Goods,2024-05-30 06:59:09,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Create Invoice,2024-05-31 07:45:49,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
5d898f28-1113-4418-990b-eecfbf3ca8d6,Clear Invoice,2024-06-01 02:49:55,Drystone Italia S.P.A,Europe,Power Drills,45 days from date of invoice,standard_path
87af31bd-9bc6-411d-88be-76480b75bcee,Receive Purchase Order,2024-08-28 00:00:00,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Create Sales Order,2024-08-28 05:12:40,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Create Delivery,2024-08-28 13:00:53,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Create Shipment,2024-08-29 05:50:11,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Issue Goods,2024-08-30 02:45:33,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Create Invoice,2024-08-30 12:00:21,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Create Invoice,2024-08-31 07:19:00,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
87af31bd-9bc6-411d-88be-76480b75bcee,Clear Invoice,2024-09-01 08:25:29,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,invoice_after_invoice
0e232212-6089-422c-8855-4df3258cbcca,Receive Purchase Order,2024-04-20 00:00:00,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Create Sales Order,2024-04-20 14:27:51,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Create Delivery,2024-04-21 23:27:36,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Create Shipment,2024-04-24 16:43:15,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Issue Goods,2024-04-26 09:43:28,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Create Invoice,2024-04-27 21:55:40,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
0e232212-6089-422c-8855-4df3258cbcca,Clear Invoice,2024-04-29 06:41:37,Drystone China LLC,Asia-Pacific,Power Tools,30 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Receive Purchase Order,2024-05-27 00:00:00,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Create Sales Order,2024-05-27 11:19:13,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Create Delivery,2024-05-28 11:34:25,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Create Shipment,2024-05-29 08:21:01,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Issue Goods,2024-05-30 09:59:48,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Create Invoice,2024-05-31 08:32:11,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
ac7d3351-8ba0-4c3b-bc38-8f5bc1aa8361,Clear Invoice,2024-05-31 23:34:42,Drystone US Inc,Americas,Agriculture,90 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Receive Purchase Order,2024-11-23 00:00:00,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Create Sales Order,2024-11-24 04:00:57,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Create Delivery,2024-11-24 21:29:52,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Create Shipment,2024-11-25 15:19:25,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Issue Goods,2024-11-27 16:38:55,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Create Invoice,2024-11-29 07:50:21,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
30571f0f-6699-4603-8669-654e94fc2848,Clear Invoice,2024-11-30 09:18:53,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Receive Purchase Order,2024-09-12 00:00:00,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Create Sales Order,2024-09-12 03:54:08,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Create Delivery,2024-09-13 02:31:22,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Create Shipment,2024-09-14 01:56:40,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Issue Goods,2024-09-15 23:21:51,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Create Invoice,2024-09-17 08:54:05,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
ce7c79f9-5d34-4734-9d81-1740b6e6ad0b,Clear Invoice,2024-09-17 19:15:41,Drystone US Inc,Americas,Fasteners,30 days from date of invoice,standard_path
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Receive Purchase Order,2024-05-29 00:00:00,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Create Sales Order,2024-05-29 14:30:48,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Create Invoice,2024-05-30 07:55:57,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Create Delivery,2024-05-31 05:02:31,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Create Shipment,2024-06-02 00:47:25,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Issue Goods,2024-06-02 04:09:54,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
754fb89a-2b5d-4648-871c-fbac19f8fc8a,Clear Invoice,2024-06-03 01:36:56,Drystone India Ltd,Asia-Pacific,Power Tools,45 days from date of invoice,invoice_before_shipment
6308ed7f-7165-474e-8e32-94c3e723532a,Receive Purchase Order,2024-08-01 00:00:00,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Create Sales Order,2024-08-01 10:35:47,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Create Delivery,2024-08-03 08:03:08,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Create Shipment,2024-08-04 03:40:50,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Issue Goods,2024-08-06 10:18:31,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Create Invoice,2024-08-07 09:01:34,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
6308ed7f-7165-474e-8e32-94c3e723532a,Clear Invoice,2024-08-08 07:44:00,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,standard_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Receive Purchase Order,2024-07-03 00:00:00,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Create Sales Order,2024-07-03 17:43:19,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Change Net Price in Sales Order,2024-07-05 09:49:25,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Create Delivery,2024-07-06 07:27:54,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Create Shipment,2024-07-08 11:31:41,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Issue Goods,2024-07-09 20:57:25,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Create Invoice,2024-07-10 11:13:43,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
cc3287d2-b09f-426b-9868-7c5669d618a1,Clear Invoice,2024-07-11 05:33:08,Drystone Mexico Inc,Americas,Fertilizers,30 days from date of invoice,price_change_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Receive Purchase Order,2024-08-28 00:00:00,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Create Sales Order,2024-08-29 02:57:42,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Create Delivery,2024-08-29 14:38:32,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Create Shipment,2024-08-30 15:02:02,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Issue Goods,2024-09-02 09:10:37,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Create Invoice,2024-09-04 07:01:40,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
0eabe9d0-1a20-40d1-8fd6-97c9606b744c,Clear Invoice,2024-09-06 04:54:27,Drystone Belgium NV,Europe,Agriculture,30 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Receive Purchase Order,2024-01-09 00:00:00,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Create Sales Order,2024-01-09 17:05:48,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Create Delivery,2024-01-11 10:59:55,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Create Shipment,2024-01-14 14:05:27,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Issue Goods,2024-01-14 14:19:51,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Create Invoice,2024-01-15 22:11:40,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
42a9febe-7516-48e4-9d77-9953ba7a2589,Clear Invoice,2024-01-16 18:52:08,Drystone Belgium NV,Europe,Fasteners,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Receive Purchase Order,2024-12-02 00:00:00,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Create Sales Order,2024-12-03 04:57:44,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Create Delivery,2024-12-04 12:12:47,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Create Shipment,2024-12-06 08:44:09,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Issue Goods,2024-12-08 17:22:14,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Create Invoice,2024-12-10 02:08:32,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
09a589e7-4f0b-4fdb-9fc9-c12285fab2c9,Clear Invoice,2024-12-11 10:05:14,Drystone Malaysia Co,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path
7d433c95-032c-4d9e-8767-f472f0b71cb5,Receive Purchase Order,2024-06-29 00:00:00,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,standard_path
7d433c95-032c-4d9e-8767-f472f0b71cb5,Create Sales Order,2024-06-29 19:41:03,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,standard_path
7d433c95-032c-4d9e-8767-f472f0b71cb5,Create Delivery,2024-06-30 05:04:14,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,standard_path
7d433c95-032c-4d9e-8767-f472f0b71cb5,Create Shipment,2024-07-02 10:30:04,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,standard_path
